DCA License Number,License Type,License Expiration Date,License Status,License Creation Date,Industry,Business Name,Business Name 2,Address Building,Address Street Name,Secondary Address Street Name,Address City,Address State,Address ZIP,Contact Phone Number,Address Borough,Borough Code,Community Board,Council District,BIN,BBL,NTA,Census Tract,Detail,Longitude,Latitude,Location
1366967-DCA,Business,12/31/2021,Active,08/17/2010,Tobacco Retail Dealer,SORIBEL FRUIT & GROCERY INC,,9742,CRESSKILL PL,,JAMAICA,NY,11435,718-523-7937,Queens,4,412,28,4214228,4100110022,QN61,206,,-73.80982942083642,40.69571935344087,"(40.69571935344087, -73.80982942083642)"
2066034-1-DCA,Business,12/31/2021,Active,02/13/2018,Tobacco Retail Dealer,RIVER PARK GOURMET CORP,,75,ATLANTIC AVE,,BROOKLYN,NY,11201,347-552-9359,Brooklyn,3,302,33,3002253,3002580101,BK09,7,,-73.99780396025666,40.69121034154851,"(40.69121034154851, -73.99780396025666)"
2038244-1-DCA,Business,12/31/2021,Active,05/26/2016,Tobacco Retail Dealer,2918 SALMAN DELI CORP,,2918,BEVERLEY RD,,BROOKLYN,NY,11226,347-750-6087,Brooklyn,3,317,45,3119216,3051730010,,,,-73.9493962645177,40.64509795380187,"(40.64509795380187, -73.9493962645177)"
2074830-1-DCA,Business,12/31/2021,Active,06/29/2018,Tobacco Retail Dealer,RIDGEWOOD GAS INC,,1884,FLUSHING AVE,,RIDGEWOOD,NY,11385,718-381-4690,Queens,4,405,34,4437689,4033940033,QN20,539,,-73.91888322659176,40.71222041269101,"(40.71222041269101, -73.91888322659176)"
2041019-1-DCA,Business,12/31/2021,Active,07/25/2016,Tobacco Retail Dealer,VAPES ON BROADWAY INC,,1447,BROADWAY,,ASTORIA,NY,11106,,Queens,4,401,22,4005795,4005310005,QN70,77,,-73.93216090230668,40.765493674568404,"(40.765493674568404, -73.93216090230668)"
1202681-DCA,Business,12/31/2021,Active,07/01/2005,Tobacco Retail Dealer,LUCKY SIGNS MARKET INC.,,160,SAINT MARYS AVE,,STATEN ISLAND,NY,10305,718-443-3171,Staten Island,5,501,49,5106206,5029720070,SI37,36,,-74.07277080699552,40.61392171772029,"(40.61392171772029, -74.07277080699552)"
1377097-DCA,Business,12/31/2021,Active,11/18/2010,Tobacco Retail Dealer,FORMENT DELI AND GROCERY LLC,,25,PUTNAM AVE,,BROOKLYN,NY,11238,347-241-5566,Brooklyn,3,302,35,3056804,3019820001,BK69,231,,-73.96130557256976,40.682741727985814,"(40.682741727985814, -73.96130557256976)"
2066865-1-DCA,Business,12/31/2021,Active,02/23/2018,Tobacco Retail Dealer,2958 DAY & NIGHT DELI GROCERY INC,,2958,WHITE PLAINS RD,,BRONX,NY,10467,3473469936,Bronx,2,211,15,2054784,2045460026,BX07,338,,-73.86723466727278,40.86890219548349,"(40.86890219548349, -73.86723466727278)"
1148577-DCA,Business,12/31/2021,Active,08/25/2003,Tobacco Retail Dealer,168 FRUIT & VEGETABLE CORP.,,168,7TH AVE,,NEW YORK,NY,10011,212-366-6020,Manhattan,1,104,03,1068149,1007697503,MN13,87,,-73.99708053474016,40.742144841452685,"(40.742144841452685, -73.99708053474016)"
2002824-723-DCA,Business,12/31/2021,Active,01/23/2014,Tobacco Retail Dealer,AYG EPICE INC,,297,7TH AVE,,NEW YORK,NY,10001,212-243-4673,Manhattan,1,105,03,1015058,1008020078,MN17,95,,-73.99391167184667,40.746467698645816,"(40.746467698645816, -73.99391167184667)"
2066574-1-DCA,Business,12/31/2021,Active,02/22/2018,Tobacco Retail Dealer,MOZEB DELI INC,,871,FRANKLIN AVE,,BROOKLYN,NY,11225,347-658-8361,Brooklyn,3,309,35,3033114,3012730001,BK63,325,,-73.95855226704369,40.669030618656244,"(40.669030618656244, -73.95855226704369)"
2066181-1-DCA,Business,12/31/2021,Active,02/15/2018,Tobacco Retail Dealer,KING STORE CORP,,117,W KINGSBRIDGE RD,,BRONX,NY,10468,347-583-4994,Bronx,2,208,14,2015261,2032480057,BX28,26701,,-73.9020896496503,40.868596691527436,"(40.868596691527436, -73.9020896496503)"
1048593-DCA,Business,12/31/2021,Active,06/12/2006,Tobacco Retail Dealer,"ROSARIO, JOSE",FOOD CENTER GROCERY,358,FRANKLIN AVE,,BROOKLYN,NY,11238,718-636-4495,Brooklyn,3,303,35,3056426,3019700036,BK69,229,,-73.95680688860267,40.68675847335578,"(40.68675847335578, -73.95680688860267)"
2003869-1027-DCA,Business,12/31/2021,Active,02/25/2014,Tobacco Retail Dealer,"PATEL, TRUSHAR & PATEL, ROSHANI T",R& T NEWS,120,WALL ST,,NEW YORK,NY,10005,212-480-1049,Manhattan,1,101,01,1000871,1000370001,MN25,7,,-74.00629007407144,40.70447016040445,"(40.70447016040445, -74.00629007407144)"
1076251-DCA,Business,12/31/2021,Active,04/02/2001,Tobacco Retail Dealer,"DUGGAL, HARJINDER S.",DUGGAL NEWS STAND,,WEST  181 STREET,BROADWAY,NEW YORK,NY,10033,917-287-4041,Manhattan,1,112,10,,,,,,-73.93575420224671,40.850167724962915,"(40.850167724962915, -73.93575420224671)"
1184759-DCA,Business,12/31/2021,Active,11/15/2004,Tobacco Retail Dealer,"SANCHEZ, JULIO",J.A.S. GROCERY STORE,1792,WESTCHESTER AVE,,BRONX,NY,10472,718-828-6672,Bronx,2,209,18,2024697,2037630035,BX55,70,,-73.8666980617972,40.83177117926605,"(40.83177117926605, -73.8666980617972)"
2010258-1-DCA,Business,12/31/2021,Active,07/02/2014,Tobacco Retail Dealer,98-02 SUPERIOR DELI CORP.,,9802,ASTORIA BLVD,,EAST ELMHURST,NY,11369,718-424-5311,Queens,4,403,21,4032990,4013780025,QN27,363,,-73.87120138704341,40.76229891993957,"(40.76229891993957, -73.87120138704341)"
2009567-2037-DCA,Business,12/31/2021,Active,06/12/2014,Tobacco Retail Dealer,"BRONXWOOD FOOD AND CONVENIENCE, INC.",BRONXWOOD FOOD AND CONVENIENCE,884,E 233RD ST,,BRONX,NY,10466,3472441189,Bronx,2,212,12,2087350,2048570001,BX44,422,,-73.85229114687432,40.89176928603918,"(40.89176928603918, -73.85229114687432)"
1417197-DCA,Business,12/31/2021,Active,01/10/2012,Tobacco Retail Dealer,"MANGA DELI, INC.",,6504,CENTRAL AVE,,GLENDALE,NY,11385,917-331-6276,Queens,4,405,30,4089247,4036760002,QN19,577,,-73.89049335706014,40.702381624674096,"(40.702381624674096, -73.89049335706014)"
1364189-DCA,Business,12/31/2021,Active,07/28/2010,Tobacco Retail Dealer,145 DELI & GROCERY INC,,1717,AMSTERDAM AVE,,NEW YORK,NY,10031,212-694-9788,Manhattan,1,109,07,1061327,1020590061,MN04,227,,-73.9477020842439,40.82508710686319,"(40.82508710686319, -73.9477020842439)"
2004741-1185-DCA,Business,12/31/2021,Active,03/13/2014,Tobacco Retail Dealer,KINGSBRIDGE SMOKE SHOP & CANDY INC,,5625,BROADWAY,STORE NO. 5,BRONX,NY,10463,347-833-0547,Bronx,2,208,11,2083164,2057050030,BX29,289,,-73.90413428703236,40.87987086635251,"(40.87987086635251, -73.90413428703236)"
2016133-1-DCA,Business,12/31/2021,Active,12/03/2014,Tobacco Retail Dealer,POTOMAC DELI & GROCERY CORP.,,19915,MURDOCK AVE,,SAINT ALBANS,NY,11412,718-776-9800,Queens,4,412,27,4235839,4109940023,QN08,520,,-73.75536381739404,40.69983793656256,"(40.69983793656256, -73.75536381739404)"
1427055-DCA,Business,12/31/2021,Active,04/30/2012,Tobacco Retail Dealer,"MY CITY DELI, CORP.",,8449,164TH ST,,JAMAICA,NY,11432,347-960-9053,Queens,4,408,24,4210795,4098540001,QN35,448,,-73.80174242362209,40.713313417397146,"(40.713313417397146, -73.80174242362209)"
2036225-1-DCA,Business,12/31/2021,Active,04/18/2016,Tobacco Retail Dealer,AL BARAKA GROCERY INC,,1257,FULTON ST,,BROOKLYN,NY,11216,718-513-0938,Brooklyn,3,303,36,3053214,3018480001,BK75,245,,-73.95091613617038,40.68047332742575,"(40.68047332742575, -73.95091613617038)"
2044514-1-DCA,Business,12/31/2021,Active,10/06/2016,Tobacco Retail Dealer,COTTON GOURMET INC,,3,HANOVER SQ,,NEW YORK,NY,10004,2127973776,Manhattan,1,101,01,1000831,1000280001,MN25,7,,-74.00962270789789,40.70480753610175,"(40.70480753610175, -74.00962270789789)"
1361493-DCA,Business,12/31/2021,Active,07/07/2010,Tobacco Retail Dealer,J. M. D. QUIK STOP INC.,,13001,HILLSIDE AVE,,RICHMOND HILL,NY,11418,718-805-2080,Queens,4,409,29,4193357,4092510041,QN60,138,,-73.82232183337992,40.70367445358465,"(40.70367445358465, -73.82232183337992)"
1162173-DCA,Business,12/31/2021,Active,03/18/2004,Tobacco Retail Dealer,"SUHAIL, MOHAMED",EXPRESS DELI,3923,CHURCH AVE,,BROOKLYN,NY,11203,718-940-8170,Brooklyn,3,317,41,3108908,3048760033,BK91,814,,-73.94067396105874,40.65125308048646,"(40.65125308048646, -73.94067396105874)"
2039462-1-DCA,Business,12/31/2021,Active,06/23/2016,Tobacco Retail Dealer,"GONZALEZ, BILLY G.",BILLY'S DELI & GROCERY STORE,83,W FORDHAM RD,,BRONX,NY,10468,718-584-7095,Bronx,2,207,14,2014623,2032130001,BX30,263,,-73.9043867262855,40.86275241062502,"(40.86275241062502, -73.9043867262855)"
1316459-DCA,Business,12/31/2021,Active,05/01/2009,Tobacco Retail Dealer,JORGE FERNANDEZ,122 SUFFOLK STOP 1 DELI,122,SUFFOLK ST,,NEW YORK,NY,10002,212-777-7492,Manhattan,1,103,01,1004170,1003480013,MN28,1402,,-73.98599212166708,40.719156702116216,"(40.719156702116216, -73.98599212166708)"
1347267-DCA,Business,12/31/2021,Active,03/15/2010,Tobacco Retail Dealer,METRO NEWS & CAFE INC.,,4,SOUTH ST,,NEW YORK,NY,10004,212-432-0649,Manhattan,1,101,01,1085792,1000020001,MN25,9,,-74.01184748826527,40.70165084861848,"(40.70165084861848, -74.01184748826527)"
2079453-1-DCA,Business,12/31/2021,Active,10/26/2018,Tobacco Retail Dealer,MILV & EMILY'S DELI GROCERY CORP,,1270,GERARD AVE,,BRONX,NY,10452,718-759-6170,Bronx,2,204,16,2002962,2024810001,BX63,22101,,-73.91932373285213,40.83702671984958,"(40.83702671984958, -73.91932373285213)"
1297453-DCA,Business,12/31/2021,Active,08/26/2008,Tobacco Retail Dealer,NEW TIMES MINI MARKET INC,,13345,131ST ST,,S OZONE PARK,NY,11420,718-323-1222,Queens,4,410,28,4435080,4117910008,QN55,818,,-73.80772064176116,40.669160113086036,"(40.669160113086036, -73.80772064176116)"
1266071-DCA,Business,12/31/2021,Active,08/28/2007,Tobacco Retail Dealer,SAND CASTLE FOOD MART INC.,,711A,SEAGIRT AVE,,FAR ROCKAWAY,NY,11691,718-471-4883,Queens,4,414,31,4298968,4156100001,QN15,101002,,-73.74218707271653,40.59599553669944,"(40.59599553669944, -73.74218707271653)"
1042885-DCA,Business,12/31/2021,Active,09/15/2000,Tobacco Retail Dealer,SUN WELL FRUIT CORP.,,7120,BAY PKWY,,BROOKLYN,NY,11204,718-259-7095,Brooklyn,3,311,44,3158119,3061860045,BK28,266,,-73.98543877059154,40.61000505062217,"(40.61000505062217, -73.98543877059154)"
1446513-DCA,Business,12/31/2021,Active,09/28/2012,Tobacco Retail Dealer,ROOSEVELT CANDY GROCERY CORP.,,7508,ROOSEVELT AVE,,JACKSON HTS,NY,11372,718-505-1653,Queens,4,404,25,4036732,4014860025,QN29,267,,-73.89030460454374,40.746953594003784,"(40.746953594003784, -73.89030460454374)"
1285207-DCA,Business,12/31/2021,Active,05/13/2008,Tobacco Retail Dealer,"THOMAS, JOSE P",SNACK SHOP & LOBBY NEWS,1,BATTERY PARK PLZ,,NEW YORK,NY,10004,3472833341,Manhattan,1,101,01,1000021,1000090029,MN25,9,,-74.0144120779234,40.703217817172806,"(40.703217817172806, -74.0144120779234)"
1047653-DCA,Business,12/31/2021,Active,12/06/2000,Tobacco Retail Dealer,"GONZALEZ, ALBERTO",GONZALEZ GROCERY STORE,2665,VALENTINE AVE,,BRONX,NY,10458,718-933-0431,Bronx,2,207,15,2017139,2033040069,BX05,40302,,-73.89299721226823,40.86585764401575,"(40.86585764401575, -73.89299721226823)"
2038185-1-DCA,Business,12/31/2021,Active,05/25/2016,Tobacco Retail Dealer,AMERICAN HERO DELI & GROCERY INC,,2488,LINDEN BLVD,,BROOKLYN,NY,11208,7189272636,Brooklyn,3,305,42,3405396,3045040010,,,,-73.8720350366749,40.66658993642948,"(40.66658993642948, -73.8720350366749)"
1344749-DCA,Business,12/31/2021,Active,02/08/2010,Tobacco Retail Dealer,METRO CONVENIENCE INC.,,4904,SKILLMAN AVE,,WOODSIDE,NY,11377,718-779-4200,Queens,4,402,26,4001160,4001340026,QN31,25301,,-73.91507047099076,40.7462197118382,"(40.7462197118382, -73.91507047099076)"
2036712-1-DCA,Business,12/31/2021,Active,04/28/2016,Tobacco Retail Dealer,LIVONIA  DELI CORP,,702,ROCKAWAY AVE,,BROOKLYN,NY,11212,718-922-1769,Brooklyn,3,316,41,3081941,3035750001,BK81,924,,-73.90898429246673,40.66276868796116,"(40.66276868796116, -73.90898429246673)"
2066817-1-DCA,Business,12/31/2021,Active,02/23/2018,Tobacco Retail Dealer,76 CUCCIS DELI INC,,7602,18TH AVE,,BROOKLYN,NY,11214,718-232-6312,Brooklyn,3,311,43,3160843,3062370040,BK28,264,,-73.99670081049717,40.612693079206906,"(40.612693079206906, -73.99670081049717)"
1041173-DCA,Business,12/31/2021,Active,05/26/2004,Tobacco Retail Dealer,"DICK'S DELICATESSEN,INC.",,857,CASTLETON AVE,,STATEN ISLAND,NY,10310,718-442-4587,Staten Island,5,501,49,5004175,5001520066,SI35,105,,-74.11080800381659,40.63474627928827,"(40.63474627928827, -74.11080800381659)"
1238587-DCA,Business,12/31/2021,Active,09/08/2006,Tobacco Retail Dealer,FELOMAR GROCERY STORE INC.,,154,E 175TH ST,,BRONX,NY,10457,718-294-4035,Bronx,2,205,15,2007424,2027960028,BX41,22901,,-73.90811081791232,40.8467977313607,"(40.8467977313607, -73.90811081791232)"
1094893-DCA,Business,12/31/2021,Active,10/15/2001,Tobacco Retail Dealer,"ESPINAL, MERCEDES",L R M ESPINAL GROCERY,752,WOODWARD AVE,,RIDGEWOOD,NY,11385,718-418-3385,Queens,4,405,34,4082998,4034700020,QN20,549,,-73.90479785233507,40.70435685323497,"(40.70435685323497, -73.90479785233507)"
2066402-1-DCA,Business,12/31/2021,Active,02/21/2018,Tobacco Retail Dealer,SAM CONCENIENCE CORP,,7909,ROCKAWAY BLVD,,WOODHAVEN,NY,11421,347-557-7324,Queens,4,409,30,4185089,4089590084,QN53,6,,-73.86127311863983,40.68490160020952,"(40.68490160020952, -73.86127311863983)"
2042819-1-DCA,Business,12/31/2021,Active,08/24/2016,Tobacco Retail Dealer,BAY PARKWAY DELI GROCERY CORP.,,2171,BATH AVE,,BROOKLYN,NY,11214,718-946-9646,Brooklyn,3,311,47,3167997,3064140001,BK27,292,,-73.99772777694692,40.598829140471345,"(40.598829140471345, -73.99772777694692)"
2025335-2-DCA,Business,12/31/2022,Active,07/06/2015,Tobacco Retail Dealer,NORTHERN DELI & GROCERY CORP,,10102,NORTHERN BLVD,,CORONA,NY,11368,347-822-1320,Queens,4,403,21,4042541,4017160001,QN26,377,,-73.8673160407155,40.757450032380206,"(40.757450032380206, -73.8673160407155)"
2030835-2-DCA,Business,12/31/2022,Active,11/25/2015,Tobacco Retail Dealer,HETA DELI CONVENIENCE INC,,21322,48TH AVE,,BAYSIDE HILLS,NY,11364,718-225-9274,Queens,4,411,23,4158372,4073720006,QN46,1435,,-73.7678429769022,40.75552763446994,"(40.75552763446994, -73.7678429769022)"
1272081-DCA,Business,12/31/2021,Active,11/05/2007,Tobacco Retail Dealer,"MADAAN, K. PARVEEN",ALLERTON GROCERY & CANDY STORE,685,ALLERTON AVE,,BRONX,NY,10467,718-405-0688,Bronx,2,211,15,2053534,2045080001,BX07,336,,-73.86792492420118,40.86542545405333,"(40.86542545405333, -73.86792492420118)"
2019717-2-DCA,Business,12/31/2022,Active,03/19/2015,Tobacco Retail Dealer,BOLLA OPERATING CORP.,KINGS HENDRIX C-STORE,2816,ATLANTIC AVE,,BROOKLYN,NY,11207,516-248-8689,Brooklyn,3,305,37,3380467,3039630008,BK82,1198,,-73.89024003817873,40.676616207574604,"(40.676616207574604, -73.89024003817873)"
1370251-DCA,Business,12/31/2021,Active,09/13/2010,Tobacco Retail Dealer,"PATEL, ALKA",ALKA NEWSTAND,N/W/C,GREENWICH ST,Barclay Street,NEW YORK,NY,10007,347-645-3740,Manhattan,1,101,01,1001416,1001280002,,,,-74.0116981375378,40.71375527141754,"(40.71375527141754, -74.0116981375378)"
1045795-DCA,Business,12/31/2021,Active,03/28/2008,Tobacco Retail Dealer,"BEST FRIENDS TIRES, INC.",,13819,HILLSIDE AVE,,JAMAICA,NY,11435,718-526-1500,Queens,4,408,24,4206392,4096250054,QN35,214,,-73.81582492744771,40.704150065828316,"(40.704150065828316, -73.81582492744771)"
1440097-DCA,Business,12/31/2021,Active,08/03/2012,Tobacco Retail Dealer,TU BOHIO GROCERY CORP.,,1710,UTICA AVE,,BROOKLYN,NY,11234,718-677-1044,Brooklyn,3,318,45,3336776,3077530080,BK58,722,,-73.92817257454014,40.63092904262729,"(40.63092904262729, -73.92817257454014)"
1251607-DCA,Business,12/31/2021,Active,04/06/2007,Tobacco Retail Dealer,"25TH ASTORIA BAGEL & PIZZA, INC.",,2508,31ST ST,,ASTORIA,NY,11102,718-278-8691,Queens,4,401,22,4017399,4008380108,QN71,69,,-73.91788833027677,40.77024102390149,"(40.77024102390149, -73.91788833027677)"
1299645-DCA,Business,12/31/2021,Active,09/17/2008,Tobacco Retail Dealer,WOODSIDE FOOD CENTER CORP.,,5115,BROADWAY,,WOODSIDE,NY,11377,631-848-2665,Queens,4,401,26,4025916,4011540110,QN63,295,,-73.9085166726573,40.754056440993864,"(40.754056440993864, -73.9085166726573)"
2039731-1-DCA,Business,12/31/2021,Active,06/30/2016,Tobacco Retail Dealer,MAJOR DELI AND GROCERY CORP,,203,MAUJER ST,,BROOKLYN,NY,11206,3475992707,Brooklyn,3,301,34,3323054,3027890026,BK90,495,,-73.94216094031525,40.711062447868684,"(40.711062447868684, -73.94216094031525)"
2039626-1-DCA,Business,12/31/2021,Active,06/28/2016,Tobacco Retail Dealer,ACATLAN FOOD INC,ACATLAN DELI AND GROCERY,585,MIDLAND AVE,,STATEN ISLAND,NY,10306,718-980-0089,Staten Island,5,502,50,5054740,5038110001,SI45,11202,,-74.09285043396505,40.57218353640813,"(40.57218353640813, -74.09285043396505)"
1273125-DCA,Business,12/31/2021,Active,11/21/2007,Tobacco Retail Dealer,"MALEK, MAJED",ALEX DELI GROCERY,1256,FLATBUSH AVE,,BROOKLYN,NY,11226,718-940-9300,Brooklyn,3,314,40,3120304,3052090020,BK42,51601,,-73.95490600354366,40.639750659138635,"(40.639750659138635, -73.95490600354366)"
2035111-1-DCA,Business,12/31/2021,Active,03/28/2016,Tobacco Retail Dealer,ASHLEY'S FINE FOOD INC,,514,LEXINGTON AVE,,NEW YORK,NY,10017,646-484-6704,Manhattan,1,105,04,1076268,1013027501,MN19,92,,-73.97335151784075,40.75515464730562,"(40.75515464730562, -73.97335151784075)"
1072339-DCA,Business,12/31/2021,Active,02/06/2001,Tobacco Retail Dealer,"MIRZA, KHALID M.",MIRZA NEWS,1419,ROCKAWAY PKWY,,BROOKLYN,NY,11236,718-257-0002,Brooklyn,3,318,42,3229399,3081660012,BK50,974,,-73.90262973676626,40.64543292285708,"(40.64543292285708, -73.90262973676626)"
1187467-DCA,Business,12/31/2021,Active,01/11/2005,Tobacco Retail Dealer,"JAFRI, SYED",LUCKY NEWS STAND & LOTTO,2472,86TH ST,,BROOKLYN,NY,11214,718-372-8589,Brooklyn,3,311,47,3185635,3068660041,BK29,300,,-73.98776394949685,40.59825759358873,"(40.59825759358873, -73.98776394949685)"
1413738-DCA,Business,12/31/2022,Active,11/15/2011,Tobacco Retail Dealer,BOLLA OPERATING CORP.,KINGS BAY & HANNA C-STORE,231,BAY ST,,STATEN ISLAND,NY,10301,516-248-8689,Staten Island,5,501,49,5106796,5004870060,SI37,21,,-74.07611738101237,40.63647075615246,"(40.63647075615246, -74.07611738101237)"
2069908-1-DCA,Business,12/31/2021,Active,04/23/2018,Tobacco Retail Dealer,ANTONY DELI GROCERY INC.,,665,ONDERDONK AVE,,RIDGEWOOD,NY,11385,7183864158,Queens,4,405,34,4082882,4034670001,QN20,547,,-73.90779864522229,40.704337337916826,"(40.704337337916826, -73.90779864522229)"
2032401-1-DCA,Business,12/31/2021,Active,01/13/2016,Tobacco Retail Dealer,EAST VILLAGE DELI GROCERY CORP,,89,AVENUE A,,NEW YORK,NY,10009,646-667-5710,Manhattan,1,103,02,1005763,1004327502,MN22,32,,-73.98411476876258,40.72527726949922,"(40.72527726949922, -73.98411476876258)"
2041769-1-DCA,Business,12/31/2021,Active,08/02/2016,Tobacco Retail Dealer,PAYA DELI GROCERY CORP,,2587,JEROME AVE,,BRONX,NY,10468,718-314-8920,Bronx,2,207,14,2014404,2032020060,BX30,265,,-73.89874954296174,40.86575853644139,"(40.86575853644139, -73.89874954296174)"
2044820-1-DCA,Business,12/31/2021,Active,10/19/2016,Tobacco Retail Dealer,RUTLAND FOOD CORP,,1111,RUTLAND RD,,BROOKLYN,NY,11212,347-659-6203,Brooklyn,3,317,41,3099558,3046000038,BK81,892,,-73.92311856247905,40.66480465022352,"(40.66480465022352, -73.92311856247905)"
2066868-1-DCA,Business,12/31/2021,Active,02/23/2018,Tobacco Retail Dealer,XL DELI GROCERY CORP,,3773,WHITE PLAINS RD,,BRONX,NY,10467,347-859-9224,Bronx,2,212,12,2057525,2046510054,BX44,392,,-73.8630255633184,40.88319988029795,"(40.88319988029795, -73.8630255633184)"
1085485-DCA,Business,12/31/2021,Active,06/26/2001,Tobacco Retail Dealer,CITY ISLAND DELI INC.,,520,CITY ISLAND AVE,,BRONX,NY,10464,718-885-1083,Bronx,2,210,13,2082348,2056350009,BX10,516,,-73.78942416118802,40.85252679214831,"(40.85252679214831, -73.78942416118802)"
1371709-DCA,Business,12/31/2021,Active,09/21/2010,Tobacco Retail Dealer,AA 2100 DELI GROCERY CORP,,2100,2ND AVE,,NEW YORK,NY,10029,2123894510,Manhattan,1,111,08,1052801,1016800001,MN33,170,,-73.94136826934755,40.79207601253271,"(40.79207601253271, -73.94136826934755)"
1362869-DCA,Business,12/31/2021,Active,07/16/2010,Tobacco Retail Dealer,ALI AHMED ALI NASER,ADEN DELI & GROCERY,683,FLATBUSH AVE,,BROOKLYN,NY,11225,718-284-7021,Brooklyn,3,309,40,3115642,3050450001,BK60,79601,,-73.9600737574453,40.65652868778601,"(40.65652868778601, -73.9600737574453)"
2009907-2111-DCA,Business,12/31/2021,Active,06/23/2014,Tobacco Retail Dealer,STOP 4 DELI AND GROCERY INC,,137,KINGSTON AVE,,BROOKLYN,NY,11213,631-429-0839,Brooklyn,3,308,36,3030807,3012230007,BK61,311,,-73.94164046314334,40.67519628483641,"(40.67519628483641, -73.94164046314334)"
2012439-1-DCA,Business,12/31/2021,Active,08/25/2014,Tobacco Retail Dealer,OCEAN GROCERY & DELI INC,,631,GRAVESEND NECK RD,,BROOKLYN,NY,11223,347-515-4159,Brooklyn,3,315,47,3193995,3071580027,BK25,392,,-73.96412575206945,40.59437973483641,"(40.59437973483641, -73.96412575206945)"
2037138-1-DCA,Business,12/31/2021,Active,05/05/2016,Tobacco Retail Dealer,CONTENTO FOOD CENTER INC.,,1999,MLK JR BLVD,,BRONX,NY,10453,7182943624,Bronx,2,205,14,2014698,2032160060,BX36,24502,,-73.91139664807453,40.85469132937373,"(40.85469132937373, -73.91139664807453)"
1055267-DCA,Business,12/31/2021,Active,09/18/2008,Tobacco Retail Dealer,"PASCUAL, JORGE",PASCUAL GROCERY,951,OGDEN AVE,,BRONX,NY,10452,718-681-4952,Bronx,2,204,08,2003453,2025240064,BX26,189,,-73.9300661322398,40.83173918360224,"(40.83173918360224, -73.9300661322398)"
1307877-DCA,Business,12/31/2021,Active,01/21/2009,Tobacco Retail Dealer,"JHER, INC.",,3287A,WESTCHESTER AVE,,BRONX,NY,10461,917-687-8508,Bronx,2,210,13,2047781,2042490048,BX10,300,,-73.82736344248696,40.85288623348926,"(40.85288623348926, -73.82736344248696)"
2066449-1-DCA,Business,12/31/2021,Active,02/21/2018,Tobacco Retail Dealer,Q CANDY SMOKE SHOP CORP,,282,E 7TH ST,,NEW YORK,NY,10009,6465935283,Manhattan,1,103,02,1083433,1003760132,MN28,2602,,-73.97723530144894,40.72338772163769,"(40.72338772163769, -73.97723530144894)"
2066507-1-DCA,Business,12/31/2021,Active,02/22/2018,Tobacco Retail Dealer,LOTTO CANDY SMOKESHOP INC.,,8604,5TH AVE,,BROOKLYN,NY,11209,718-921-5855,Brooklyn,3,310,43,3153551,3060450039,BK31,160,,-74.02632130629807,40.62138287169235,"(40.62138287169235, -74.02632130629807)"
2065841-1-DCA,Business,12/31/2021,Active,02/08/2018,Tobacco Retail Dealer,ASTOR GRILL CORP,,732,ASTOR AVE,,BRONX,NY,10467,646-387-0321,Bronx,2,211,13,2050013,2043440030,BX07,330,,-73.86616512905805,40.859579957257466,"(40.859579957257466, -73.86616512905805)"
1053169-DCA,Business,12/31/2021,Active,12/14/2000,Tobacco Retail Dealer,"NUNEZ, MARIA",DARIS GROCERY,224,LINCOLN AVE,,BROOKLYN,NY,11208,718-277-4508,Brooklyn,3,305,37,3092433,3041330054,BK83,1184,,-73.86962027887168,40.68484823078967,"(40.68484823078967, -73.86962027887168)"
2079117-1-DCA,Business,12/31/2021,Active,10/16/2018,Tobacco Retail Dealer,MADURO CIGAR LOUNGE INC,,1969,SOUTHERN BLVD,,BRONX,NY,10460,347-466-8110,Bronx,2,206,17,2013088,2031170001,BX17,36501,,-73.88559575935314,40.84310517844355,"(40.84310517844355, -73.88559575935314)"
1302713-DCA,Business,12/31/2021,Active,10/21/2008,Tobacco Retail Dealer,"PATEL, JAYESH R",,N/E/C,PARK AVENUE SOUTH,EAST   28 STREET,NEW YORK,NY,10016,718-997-0089,Manhattan,1,105,02,,,,,,-73.98407437788977,40.74332402011394,"(40.74332402011394, -73.98407437788977)"
2065767-1-DCA,Business,12/31/2021,Active,02/06/2018,Tobacco Retail Dealer,PRINCE OPTIMO LLC,,6011,METROPOLITAN AVE,,RIDGEWOOD,NY,11385,347-232-9909,Queens,4,405,30,4432597,4027360052,QN30,601,,-73.90509229506421,40.712874101787676,"(40.712874101787676, -73.90509229506421)"
1357967-DCA,Business,12/31/2021,Active,06/08/2010,Tobacco Retail Dealer,NORTHERN BLVD. DELI & GROCERY CORP.,,10422,NORTHERN BLVD,,CORONA,NY,11368,718-426-6437,Queens,4,403,21,4042657,4017190010,QN26,379,,-73.86434125607795,40.75769633968878,"(40.75769633968878, -73.86434125607795)"
2009471-2007-DCA,Business,12/31/2021,Active,06/11/2014,Tobacco Retail Dealer,LISA DELI AND GROCERY INC,,7320,FOREST AVE,,RIDGEWOOD,NY,11385,718-366-7575,Queens,4,405,34,4086368,4035770040,QN20,557,,-73.89859086968913,40.69952899567631,"(40.69952899567631, -73.89859086968913)"
2086687-2-DCA,Business,12/31/2022,Active,06/03/2019,Tobacco Retail Dealer,BOLLA OPERATING CORP.,,22401,N CONDUIT AVE,,LAURELTON,NY,11413,516-248-8689,Queens,4,413,31,4281210,4130880044,QN66,682,,-73.75200074179327,40.666404770482224,"(40.666404770482224, -73.75200074179327)"
